Date,Tstk_Adj,LnTstk_Delta_1wk,FP1wk,LnTstk_Delta_2wk,FP2wk,LnTstk_Delta_1mo,FP1,LnTstk_Delta_2mo,FP2,LnTstk_Delta_3mo,FP3,LnTstk_Delta_4mo,FP4,LnTstk_Delta_5mo,FP5,LnTstk_Delta_6mo,FP6
2016-07-14,2163.75,0.0007,0.0089,0.0029,0.0197,0.0093,0.0277,-0.0177,0.0504,-0.0143,0.0632,0.0002,0.0207,0.0444,0.0584,0.05,0.0847
2016-07-15,2161.73999023438,0.0061,0.01,0.0055,0.0233,0.0131,0.0224,-0.0067,0.0436,-0.0134,0.0619,0.0086,0.0191,0.0436,0.0587,0.0509,0.0815
2016-07-16,2161.73999023438,0.0061,0.0105,0.0055,0.0252,0.0076,0.027,-0.0105,0.051,-0.0164,0.0684,0.007,0.0262,0.0436,0.0609,0.0509,0.0907
2016-07-17,2161.73999023438,0.0061,0.0104,0.0055,0.025,0.0094,0.0281,-0.0105,0.053,-0.0103,0.0689,0.0117,0.0278,0.0436,0.0604,0.0479,0.0892
2016-07-18,2166.88989257812,0.0007,0.0116,0.0018,0.028,0.0092,0.0267,-0.0129,0.0516,-0.0105,0.0679,0.0069,0.027,0.0432,0.0585,0.0473,0.0852
2016-07-19,2163.78002929688,0.0025,0.0096,-0.0031,0.0242,0.0092,0.026,-0.0115,0.0527,-0.0104,0.0696,0.0083,0.0294,0.0483,0.062,0.0451,0.0893
2016-07-20,2173.02001953125,-0.003,0.0089,-0.0043,0.0219,0.005,0.0253,-0.0154,0.0515,-0.0148,0.0699,0.0041,0.0285,0.0415,0.0624,0.0442,0.0878
2016-07-21,2165.169921875,0.0023,0.0076,-0.0004,0.0185,0.0086,0.0274,-0.0009,0.0554,-0.0112,0.0715,0.0151,0.0309,0.0433,0.0609,0.0479,0.0891
2016-07-22,2175.03002929688,-0.0007,0.0068,0.0036,0.015,0.0035,0.0213,0.001,0.0476,-0.0157,0.0718,0.0128,0.0274,0.04,0.0596,0.0433,0.0869
2016-07-23,2175.03002929688,-0.0007,0.0066,0.0036,0.0155,0.0054,0.0229,-0.0048,0.0485,-0.011,0.071,0.0136,0.0273,0.04,0.0589,0.0406,0.0901
2016-07-24,2175.03002929688,-0.0007,0.0069,0.0036,0.0161,0.0002,0.0222,-0.0048,0.0489,-0.0148,0.0709,0.0136,0.0298,0.04,0.059,0.0472,0.0901
2016-07-25,2168.47998046875,0.0011,0.0066,0.0057,0.0155,0.0018,0.0243,-0.0017,0.0521,-0.0135,0.0714,0.0205,0.033,0.043,0.06,0.0582,0.0892
2016-07-26,2169.17993164062,-0.0056,0.0048,0.0058,0.0127,-0.0001,0.0185,-0.0107,0.0459,-0.0168,0.0716,0.0202,0.0304,0.0449,0.0613,0.0571,0.0881
2016-07-27,2166.580078125,-0.0013,0.0043,0.0041,0.0125,0.0011,0.0203,-0.0031,0.0478,-0.0187,0.0699,0.0214,0.032,0.0377,0.0608,0.0574,0.0868
2016-07-28,2170.06005859375,-0.0027,0.005,0.0072,0.0129,-0.0005,0.0206,0.0006,0.0464,-0.0203,0.0701,0.0145,0.0311,0.0358,0.0607,0.0558,0.086
2016-07-29,2173.60009765625,0.0043,0.0048,0.0048,0.0125,0.0031,0.0251,-0.0104,0.0529,-0.0219,0.0767,0.0142,0.036,0.0296,0.0627,0.0542,0.0917
2016-07-30,2173.60009765625,0.0043,0.0062,0.0048,0.0158,0.0012,0.0307,-0.0025,0.0603,-0.0221,0.0846,0.0115,0.0371,0.0296,0.0608,0.0482,0.0979
2016-07-31,2173.60009765625,0.0043,0.0064,0.0048,0.0165,-0.0012,0.0324,-0.0025,0.0585,-0.0289,0.0791,0.008,0.0368,0.0296,0.0594,0.0473,0.0941
2016-08-01,2170.84008789062,0.0046,0.0063,0.0089,0.0153,0,0.0338,-0.0012,0.0612,-0.0342,0.0835,0.0097,0.0446,0.0308,0.0665,0.0489,0.1044
2016-08-02,2157.03002929688,0.0114,0.0045,0.0097,0.0115,0.0106,0.0337,0.0019,0.0641,-0.0322,0.0803,0.0161,0.0488,0.0457,0.0652,0.0558,0.0992
2016-08-03,2163.7900390625,0.0054,0.0045,0.0085,0.0118,0.0075,0.0331,-0.0062,0.0637,-0.037,0.0796,0.0129,0.0479,0.0482,0.0648,0.0599,0.0982
2016-08-04,2164.25,0.0099,0.0037,0.0105,0.011,0.0072,0.0313,-0.0021,0.0676,-0.0372,0.0826,0.0185,0.0477,0.0473,0.063,0.0597,0.0924
2016-08-05,2182.8701171875,0.0005,0.0041,0.0005,0.0125,-0.0013,0.0299,-0.0102,0.0635,-0.0458,0.0795,0.0134,0.0439,0.0422,0.0613,0.0511,0.0889
2016-08-06,2182.8701171875,0.0005,0.0044,0.0005,0.0126,0.0017,0.0294,-0.0134,0.0643,-0.0238,0.0793,0.0264,0.0445,0.0422,0.0613,0.049,0.0862
2016-08-07,2182.8701171875,0.0005,0.0043,0.0005,0.0126,0.0015,0.0297,-0.0134,0.0648,-0.02,0.0791,0.0286,0.0454,0.0422,0.0582,0.0493,0.0846
2016-08-08,2180.88989257812,0.0042,0.0043,0.0008,0.0129,0.0002,0.0307,-0.0125,0.0674,-0.0081,0.0812,0.0354,0.045,0.0396,0.0592,0.0509,0.0858
2016-08-09,2181.73999023438,-0.0016,0.0047,0.0024,0.0137,-0.025,0.0319,-0.0083,0.0672,-0.0066,0.0815,0.035,0.0461,0.0392,0.0601,0.0562,0.0926
2016-08-10,2175.48999023438,0.0031,0.0035,0,0.0097,-0.0222,0.0262,-0.018,0.0694,-0.0051,0.0811,0.0379,0.0476,0.0449,0.0655,0.0626,0.1032
2016-08-11,2185.7900390625,0.0006,0.0039,-0.0061,0.0111,-0.0269,0.0248,-0.0216,0.0659,-0.0098,0.0835,0.032,0.0446,0.038,0.0649,0.0579,0.1036
2016-08-12,2184.05004882812,-0.0001,0.0038,-0.0069,0.0115,-0.0115,0.0271,-0.0239,0.0656,-0.009,0.0814,0.0394,0.0432,0.0406,0.0626,0.0587,0.0978
2016-08-13,2184.05004882812,-0.0001,0.0036,-0.0069,0.0112,-0.0265,0.027,-0.0237,0.0657,-0.0091,0.0848,0.0312,0.0456,0.0406,0.0631,0.0639,0.099
2016-08-14,2184.05004882812,-0.0001,0.0035,-0.0069,0.011,-0.027,0.0263,-0.0237,0.065,-0.0017,0.0865,0.0351,0.0461,0.0406,0.0628,0.0679,0.1012
2016-08-15,2190.14990234375,-0.0034,0.0032,-0.0045,0.0096,-0.0198,0.0107,-0.0264,0.0543,-0.006,0.0805,0.0305,0.0374,0.0379,0.0563,0.0701,0.0975
2016-08-16,2178.14990234375,0.004,0.0027,-0.0009,0.0084,-0.0181,0.0105,-0.024,0.0532,0.0041,0.0803,0.036,0.0391,0.0404,0.0565,0.0748,0.1018
2016-08-17,2182.21997070312,-0.0031,0.0019,-0.0052,0.0068,-0.0199,0.0045,-0.0197,0.0459,-0.0001,0.0699,0.0342,0.0296,0.0403,0.0542,0.0746,0.0802
2016-08-18,2187.02001953125,-0.0067,0.0025,-0.0074,0.0084,-0.0221,0.006,-0.0197,0.0466,-0.0023,0.0702,0.0339,0.0281,0.0345,0.0535,0.0724,0.0825
2016-08-19,2183.8701171875,-0.0068,0.0017,-0.0018,0.0055,-0.0207,0.0026,-0.0197,0.0451,-0.0009,0.0704,0.039,0.0275,0.0393,0.0534,0.0738,0.0816
2016-08-20,2183.8701171875,-0.0068,0.0018,-0.0018,0.0054,-0.0204,0.0024,-0.0198,0.0427,0.0065,0.0663,0.0366,0.0257,0.0393,0.0529,0.0738,0.0782
2016-08-21,2183.8701171875,-0.0068,0.0011,-0.0018,0.0036,-0.0095,-0.0029,-0.0198,0.04,0.0087,0.0636,0.0347,0.0246,0.0393,0.0537,0.0798,0.0778
2016-08-22,2182.63989257812,-0.001,0.0004,-0.0012,0.0008,-0.0025,-0.0063,-0.0192,0.0365,0.0101,0.0593,0.0365,0.0232,0.0371,0.0519,0.0793,0.0791
2016-08-23,2186.89990234375,-0.0049,0.0017,-0.0002,0.0055,-0.0102,-0.004,-0.0164,0.0399,0.0081,0.0619,0.0346,0.0243,0.0417,0.0546,0.0778,0.0788
2016-08-24,2175.43994140625,-0.0021,0.0009,0.0049,0.0035,-0.005,-0.0038,-0.0149,0.0432,0.0173,0.0647,0.0398,0.0298,0.055,0.0551,0.0845,0.08
2016-08-25,2172.46997070312,-0.0007,0.001,0.0041,0.003,-0.0036,-0.0041,-0.0153,0.0393,0.0186,0.0627,0.0412,0.0281,0.0556,0.0536,0.0859,0.0799
2016-08-26,2169.0400390625,0.005,0.0008,-0.0192,0.002,-0.0106,-0.0019,-0.0167,0.0413,0.0202,0.0636,0.045,0.0296,0.0563,0.0535,0.0875,0.0799
2016-08-27,2169.0400390625,0.005,0.0006,-0.0192,0.0012,-0.0042,-0.0022,-0.0198,0.0401,0.015,0.0615,0.0366,0.029,0.0563,0.0522,0.0885,0.0783
2016-08-28,2169.0400390625,0.005,0.0005,-0.0192,0,0.0011,-0.0033,-0.0198,0.0378,0.0163,0.0601,0.0363,0.0287,0.0563,0.0515,0.0859,0.0782
2016-08-29,2180.3798828125,-0.0002,0.0007,-0.0098,0.0011,-0.0135,-0.0029,-0.0251,0.0395,0.0084,0.0595,0.0265,0.0284,0.0451,0.0513,0.0943,0.077
2016-08-30,2176.1201171875,0.0047,0.001,-0.0228,0.0022,-0.0036,0.0003,-0.0232,0.0442,0.0069,0.0642,0.0284,0.0314,0.0461,0.0519,0.0904,0.0767
2016-08-31,2170.94995117188,0.007,0.0012,-0.021,0.0031,-0.0012,0.0023,-0.0277,0.047,0.0096,0.0655,0.0308,0.0332,0.0488,0.0532,0.0932,0.0783
2016-09-01,2170.86010742188,0.0048,0.0016,-0.0109,0.0042,-0.0012,0.0051,-0.0342,0.0481,0.0097,0.0691,0.0308,0.0343,0.0494,0.0504,0.0933,0.0767
2016-09-02,2179.97998046875,-0.0242,0.0021,-0.0189,0.0056,-0.0087,0.0051,-0.0428,0.0489,0.0055,0.0686,0.0351,0.0348,0.0525,0.0554,0.0891,0.073
2016-09-03,2179.97998046875,-0.0242,0.0014,-0.0189,0.0031,-0.0136,0.001,-0.0445,0.045,0.0113,0.0671,0.0408,0.0346,0.0525,0.0534,0.0858,0.074
2016-09-04,2179.97998046875,-0.0242,0.003,-0.0189,0.0079,-0.0093,0.0086,-0.0445,0.0484,0.0147,0.0691,0.04,0.0332,0.0525,0.0549,0.0829,0.0746
2016-09-05,2179.97998046875,-0.0097,0.003,-0.0189,0.0074,-0.0089,0.008,-0.0445,0.0476,0.0278,0.0682,0.0435,0.0329,0.0504,0.0563,0.0806,0.0758
2016-09-06,2186.47998046875,-0.0276,0.0035,-0.0216,0.0093,-0.0151,0.0087,-0.0255,0.0495,0.0269,0.0696,0.0406,0.0322,0.0476,0.0568,0.0784,0.0804
2016-09-07,2186.15991210938,-0.028,0.0033,-0.0106,0.0084,-0.0149,0.007,-0.0215,0.0489,0.033,0.0729,0.0407,0.0308,0.0484,0.0574,0.0818,0.0827
2016-09-08,2181.30004882812,-0.0157,0.0035,-0.0019,0.01,-0.0127,0.0094,-0.0083,0.0525,0.0352,0.075,0.0394,0.0312,0.0564,0.059,0.0841,0.0868
2016-09-09,2127.81005859375,0.0053,0.0045,0.0172,0.0102,0.0167,0.0195,0.0185,0.0601,0.0601,0.0827,0.0642,0.0461,0.0848,0.0628,0.1089,0.0997
2016-09-10,2127.81005859375,0.0053,0.0043,0.0172,0.009,0.0042,0.0191,0.0171,0.0587,0.0589,0.0802,0.067,0.0462,0.0848,0.0618,0.1093,0.0976
2016-09-11,2127.81005859375,0.0053,0.0047,0.0172,0.0099,0.0053,0.0227,0.0171,0.0629,0.0654,0.0829,0.0649,0.0496,0.0848,0.0626,0.1059,0.0971
2016-09-12,2159.0400390625,-0.0093,0.0051,-0.006,0.0127,-0.0123,0.0225,0.0025,0.0645,0.0427,0.0838,0.0522,0.0443,0.0755,0.0645,0.0996,0.0979
2016-09-13,2127.02001953125,0.006,0.0056,0.0154,0.0114,0.0028,0.0278,0.0173,0.0703,0.0615,0.0886,0.0671,0.0516,0.0944,0.0662,0.113,0.1001
2016-09-14,2125.77001953125,0.0174,0.0049,0.0212,0.0096,0.0034,0.0248,0.0254,0.0665,0.0604,0.0853,0.0677,0.0507,0.1,0.0669,0.1122,0.1004
2016-09-15,2147.26000976562,0.0138,0.0045,0.0018,0.0098,-0.0067,0.0208,0.0137,0.0626,0.0503,0.079,0.0576,0.0447,0.089,0.0636,0.1022,0.0907
2016-09-16,2139.15991210938,0.0119,0.0043,0.0135,0.0097,-0.0059,0.0234,0.0222,0.0638,0.0541,0.0784,0.0584,0.0468,0.0945,0.067,0.106,0.091
2016-09-17,2139.15991210938,0.0119,0.0042,0.0135,0.0087,0.0002,0.0226,0.0198,0.0629,0.0561,0.0798,0.0602,0.0469,0.0945,0.0665,0.1039,0.0905
2016-09-18,2139.15991210938,0.0119,0.0043,0.0135,0.0086,0.0024,0.0221,0.0198,0.0633,0.0597,0.0793,0.0566,0.047,0.0945,0.0658,0.0915,0.0863
2016-09-19,2139.1201171875,0.0033,0.0046,0.0103,0.0083,0.001,0.0223,0.0198,0.0623,0.0573,0.0799,0.06,0.0471,0.0945,0.0656,0.0934,0.0887
2016-09-20,2139.76000976562,0.0094,0.0042,0.005,0.0086,0.0007,0.0228,0.0269,0.0636,0.0551,0.0812,0.0597,0.0482,0.1002,0.0655,0.092,0.0887
2016-09-21,2163.1201171875,0.0038,0.0053,-0.0016,0.0118,-0.0102,0.0215,0.0182,0.0634,0.0455,0.0863,0.0488,0.0462,0.0883,0.0628,0.0803,0.0837
2016-09-22,2177.17993164062,-0.012,0.0055,-0.0076,0.0127,-0.0167,0.0203,0.0126,0.0616,0.039,0.0827,0.0396,0.0425,0.0822,0.0638,0.0738,0.0863
2016-09-23,2164.68994140625,0.0017,0.0058,-0.0051,0.0137,-0.0062,0.0228,0.0183,0.0656,0.0448,0.0871,0.0519,0.0466,0.0895,0.0665,0.0796,0.0878
2016-09-24,2164.68994140625,0.0017,0.0058,-0.0051,0.0135,-0.01,0.0228,0.0222,0.0652,0.0448,0.0867,0.0599,0.0453,0.0895,0.0663,0.0786,0.0869
2016-09-25,2164.68994140625,0.0017,0.0059,-0.0051,0.0139,-0.0117,0.0244,0.0222,0.0658,0.047,0.0876,0.0592,0.0443,0.0895,0.0672,0.0858,0.0892
2016-09-26,2146.10009765625,0.007,0.0058,0.0081,0.0137,-0.0061,0.0282,0.0309,0.0693,0.0472,0.0924,0.0669,0.0477,0.0991,0.0673,0.0955,0.0903
2016-09-27,2159.92993164062,-0.0044,0.0058,-0.0108,0.0136,-0.0156,0.0246,0.0192,0.0672,0.0405,0.0932,0.0605,0.0458,0.0901,0.0642,0.092,0.0885
2016-09-28,2171.3701171875,-0.0054,0.0066,-0.0149,0.0168,-0.0209,0.0259,0.0152,0.0676,0.0306,0.0933,0.0552,0.0429,0.0984,0.0651,0.0845,0.0885
2016-09-29,2151.1298828125,0.0045,0.0064,-0.0087,0.0159,-0.0116,0.0278,0.0219,0.0689,0.04,0.0938,0.0586,0.0451,0.1019,0.0644,0.0938,0.0879
2016-09-30,2168.27001953125,-0.0067,0.0063,-0.0164,0.0174,-0.0196,0.0196,0.0105,0.0603,0.032,0.088,0.0498,0.0402,0.0945,0.0629,0.0859,0.0853
2016-10-01,2168.27001953125,-0.0067,0.0068,-0.0164,0.0193,-0.0264,0.0235,0.0109,0.0613,0.032,0.0888,0.05,0.0393,0.0945,0.0587,0.0842,0.0844
2016-10-02,2168.27001953125,-0.0067,0.0055,-0.0164,0.0158,-0.033,0.0185,0.0109,0.0531,0.0405,0.0818,0.0506,0.0371,0.0945,0.0574,0.0848,0.0843
2016-10-03,2161.19995117188,0.0011,0.0051,-0.0162,0.0146,-0.0341,0.0201,0.0141,0.0521,0.0494,0.0823,0.0611,0.0357,0.0945,0.0608,0.085,0.0887
2016-10-04,2150.48999023438,-0.0064,0.0056,-0.0051,0.0159,-0.0308,0.0204,0.0249,0.0561,0.0536,0.085,0.0661,0.0412,0.0965,0.0634,0.0919,0.0886
2016-10-05,2159.72998046875,-0.0096,0.0061,-0.0072,0.0174,-0.0351,0.0224,0.024,0.0565,0.0529,0.0833,0.0618,0.04,0.0899,0.0642,0.0868,0.0863
2016-10-06,2160.77001953125,-0.0131,0.0056,-0.009,0.0156,-0.0356,0.0222,0.0366,0.0566,0.0524,0.0815,0.0592,0.0392,0.0903,0.0677,0.0863,0.085
2016-10-07,2153.73999023438,-0.0097,0.0053,-0.0059,0.0143,-0.0104,0.0211,0.042,0.056,0.0556,0.0813,0.0627,0.0412,0.0968,0.0683,0.0896,0.0869
2016-10-08,2153.73999023438,-0.0097,0.0065,-0.0059,0.0153,-0.0066,0.0245,0.048,0.0591,0.0521,0.0846,0.0634,0.0426,0.0968,0.0692,0.0903,0.0878
2016-10-09,2153.73999023438,-0.0097,0.0067,-0.0059,0.0163,0.0044,0.0251,0.048,0.0594,0.0521,0.0858,0.0691,0.0438,0.0968,0.0693,0.0888,0.0877
2016-10-10,2163.65991210938,-0.0173,0.0076,-0.0057,0.0193,0.0018,0.0279,0.0434,0.0653,0.0503,0.0929,0.0681,0.0492,0.0926,0.0747,0.0805,0.0991
2016-10-11,2136.72998046875,0.0013,0.0071,0.003,0.0177,0.0129,0.03,0.0547,0.0646,0.0607,0.0932,0.0806,0.0536,0.1017,0.0733,0.0861,0.0964
2016-10-12,2139.17993164062,0.0024,0.0061,0.0001,0.0145,0.0117,0.0272,0.0601,0.062,0.0614,0.0888,0.0795,0.052,0.1089,0.0711,0.085,0.0934
2016-10-13,2132.55004882812,0.0041,0.0063,0.0002,0.0151,0.0148,0.0278,0.0551,0.0632,0.0645,0.089,0.0878,0.0539,0.1104,0.0708,0.0881,0.0973
2016-10-14,2132.97998046875,0.0038,0.0063,-0.0031,0.0166,0.0145,0.029,0.0587,0.0656,0.0643,0.09,0.0916,0.055,0.1088,0.0712,0.0879,0.0952
2016-10-15,2132.97998046875,0.0038,0.0055,-0.0031,0.0141,0.022,0.0255,0.057,0.0607,0.0643,0.0851,0.0966,0.0535,0.1088,0.0703,0.0965,0.0944
2016-10-16,2132.97998046875,0.0038,0.006,-0.0031,0.0155,0.0204,0.0273,0.057,0.0635,0.0613,0.0878,0.0957,0.0549,0.1088,0.072,0.0936,0.098
2016-10-17,2126.5,0.0116,0.0065,-0.0002,0.0166,0.0281,0.0284,0.06,0.0639,0.0661,0.0889,0.1004,0.0566,0.1099,0.0723,0.0949,0.0999
2016-10-18,2139.60009765625,0.0017,0.006,-0.0131,0.0162,0.0196,0.0261,0.0559,0.062,0.0564,0.0875,0.0943,0.0539,0.0912,0.072,0.0963,0.1003
2016-10-19,2144.2900390625,-0.0023,0.0062,-0.0219,0.0176,0.0174,0.0282,0.0573,0.0642,0.0575,0.0891,0.0921,0.0531,0.0909,0.0717,0.091,0.0986
2016-10-20,2141.34008789062,-0.0039,0.0057,-0.0249,0.0163,0.0188,0.0266,0.0562,0.0612,0.0589,0.0846,0.0935,0.0513,0.0913,0.0718,0.0924,0.0986
2016-10-21,2141.15991210938,-0.0069,0.0064,-0.0265,0.018,0.0263,0.0329,0.0544,0.0692,0.059,0.1,0.0996,0.0596,0.0905,0.0795,0.0925,0.1039
2016-10-22,2141.15991210938,-0.0069,0.006,-0.0265,0.0166,0.0284,0.0309,0.0557,0.0658,0.0563,0.1021,0.0985,0.0609,0.0905,0.0808,0.1033,0.1089
2016-10-23,2141.15991210938,-0.0069,0.0063,-0.0265,0.0174,0.0293,0.0312,0.0557,0.0646,0.0629,0.1063,0.0989,0.063,0.0905,0.0822,0.1094,0.1111
2016-10-24,2151.330078125,-0.0118,0.0063,-0.0093,0.0181,0.0245,0.0307,0.051,0.0651,0.0661,0.105,0.0957,0.0625,0.0847,0.0832,0.1041,0.1118
2016-10-25,2143.15991210938,-0.0148,0.0066,-0.0017,0.0184,0.0322,0.031,0.0548,0.065,0.0692,0.1058,0.0995,0.064,0.0958,0.0844,0.1085,0.1128
2016-10-26,2139.42993164062,-0.0196,0.0066,0.0111,0.017,0.034,0.0318,0.0587,0.0684,0.0701,0.1089,0.1012,0.0662,0.0986,0.0831,0.1083,0.1106
2016-10-27,2133.0400390625,-0.021,0.0067,0.016,0.0182,0.037,0.0327,0.0533,0.0698,0.073,0.1084,0.1052,0.0676,0.1045,0.0824,0.1113,0.1072
2016-10-28,2126.40991210938,-0.0196,0.0064,0.0177,0.0163,0.0348,0.0331,0.0562,0.0712,0.0762,0.1061,0.1058,0.0696,0.1054,0.0837,0.1144,0.1069
2016-10-29,2126.40991210938,-0.0196,0.0063,0.0177,0.0161,0.0361,0.033,0.0515,0.0707,0.0701,0.106,0.1193,0.07,0.1054,0.0838,0.1162,0.1069
2016-10-30,2126.40991210938,-0.0196,0.0062,0.0177,0.016,0.0335,0.0337,0.0515,0.0706,0.0692,0.1062,0.1135,0.0693,0.1054,0.0836,0.1173,0.1069
2016-10-31,2126.14990234375,0.0025,0.0058,0.0177,0.0147,0.0301,0.0335,0.0516,0.0704,0.0697,0.1045,0.1141,0.0703,0.1039,0.0836,0.1162,0.1042
2016-11-01,2111.71997070312,0.0131,0.004,0.032,0.0171,0.0373,0.0376,0.0585,0.0816,0.077,0.1168,0.1209,0.0769,0.1112,0.0802,0.1236,0.1207
2016-11-02,2097.93994140625,0.0307,0.0011,0.037,0.0138,0.0438,0.0351,0.0734,0.0809,0.0908,0.1136,0.1275,0.0818,0.1147,0.0843,0.1342,0.1202
2016-11-03,2088.65991210938,0.037,-0.0021,0.0461,0.01,0.0483,0.0266,0.0836,0.066,0.0953,0.0846,0.1286,0.0729,0.1211,0.0767,0.1387,0.1184
2016-11-04,2085.17993164062,0.0373,-0.003,0.0453,0.0073,0.0557,0.0223,0.0845,0.0615,0.0969,0.0827,0.1274,0.0716,0.1219,0.0699,0.1403,0.1083
2016-11-05,2085.17993164062,0.0373,-0.0008,0.0453,0.0088,0.0591,0.026,0.088,0.0661,0.0948,0.0851,0.1251,0.0725,0.1219,0.0758,0.1404,0.1183
2016-11-06,2085.17993164062,0.0373,-0.0007,0.0453,0.0091,0.0722,0.0258,0.088,0.0664,0.095,0.0852,0.1259,0.074,0.1219,0.0754,0.1393,0.1192
2016-11-07,2131.52001953125,0.0152,0.0041,0.0308,0.0122,0.0524,0.0302,0.066,0.0758,0.0738,0.0995,0.1072,0.0684,0.1006,0.0746,0.1185,0.1009
2016-11-08,2139.56005859375,0.0189,0.0046,0.0292,0.0124,0.0546,0.03,0.0587,0.0748,0.0757,0.0988,0.1034,0.0674,0.0954,0.0688,0.1125,0.092
2016-11-09,2163.26000976562,0.0063,0.0062,0.019,0.015,0.0435,0.0299,0.0477,0.0648,0.0683,0.099,0.0924,0.0647,0.0806,0.0714,0.1001,0.0911
2016-11-10,2167.47998046875,0.009,0.0063,0.017,0.0143,0.0416,0.0287,0.0486,0.0633,0.0663,0.0882,0.0908,0.0621,0.0719,0.072,0.0981,0.0842
2016-11-11,2164.44995117188,0.008,0.0057,0.0223,0.014,0.0419,0.0272,0.0478,0.0603,0.0677,0.0843,0.0888,0.0618,0.0733,0.073,0.0995,0.084
2016-11-12,2164.44995117188,0.008,0.006,0.0223,0.014,0.0484,0.0282,0.0497,0.0623,0.073,0.084,0.0971,0.0624,0.0733,0.0719,0.1043,0.08
2016-11-13,2164.44995117188,0.008,0.0056,0.0223,0.0137,0.0402,0.028,0.0497,0.0641,0.0769,0.085,0.0955,0.0629,0.0733,0.0722,0.1036,0.0794
2016-11-14,2164.19995117188,0.0156,0.0048,0.0172,0.0119,0.0442,0.0274,0.0498,0.0625,0.082,0.0837,0.0943,0.0646,0.0819,0.0736,0.0854,0.0733
2016-11-15,2180.38989257812,0.0103,0.0056,0.0111,0.0139,0.035,0.0257,0.0423,0.0591,0.0737,0.0805,0.0869,0.0615,0.0716,0.0712,0.0816,0.0696
2016-11-16,2176.93994140625,0.0127,0.0057,0.01,0.0136,0.0366,0.0257,0.0409,0.0598,0.077,0.0812,0.0884,0.0628,0.0714,0.0654,0.0899,0.0791
2016-11-17,2187.1201171875,0.008,0.0057,0.0018,0.0138,0.0319,0.023,0.038,0.0551,0.0723,0.0772,0.0818,0.0593,0.0743,0.0646,0.0852,0.076
2016-11-18,2181.89990234375,0.0143,0.0054,0.0046,0.0121,0.0363,0.0197,0.0368,0.0515,0.0747,0.0757,0.0717,0.0595,0.0737,0.0637,0.0876,0.0717
2016-11-19,2181.89990234375,0.0143,0.0053,0.0046,0.0122,0.0399,0.019,0.0402,0.0499,0.0747,0.0736,0.0736,0.0586,0.0737,0.0622,0.0928,0.0699
2016-11-20,2181.89990234375,0.0143,0.0057,0.0046,0.012,0.0375,0.0179,0.0402,0.0446,0.0807,0.0661,0.0725,0.0538,0.0737,0.0588,0.0946,0.0665
2016-11-21,2198.17993164062,0.0016,0.0063,0.003,0.0132,0.0282,0.0187,0.0327,0.0454,0.0722,0.0641,0.0642,0.0473,0.077,0.0587,0.0897,0.0656
2016-11-22,2202.93994140625,0.0008,0.0066,0.0042,0.0144,0.0272,0.02,0.0279,0.0478,0.0705,0.0664,0.0621,0.0476,0.0809,0.06,0.0919,0.068
2016-11-23,2204.71997070312,-0.0027,0.0065,0.0165,0.0142,0.0264,0.0188,0.0336,0.0454,0.0712,0.0633,0.0612,0.0434,0.0796,0.0595,0.0914,0.0645
2016-11-24,2204.71997070312,-0.0062,0.0067,0.0186,0.0152,0.0264,0.0187,0.0416,0.0441,0.0712,0.0624,0.0602,0.0436,0.0802,0.059,0.0914,0.0655
2016-11-25,2213.35009765625,-0.0097,0.0072,0.0206,0.015,0.0225,0.0163,0.037,0.0427,0.0673,0.0614,0.0635,0.0426,0.0744,0.059,0.0875,0.0656
2016-11-26,2213.35009765625,-0.0097,0.0077,0.0206,0.0154,0.0248,0.0166,0.0361,0.0441,0.0683,0.0634,0.0646,0.0436,0.0744,0.0598,0.0875,0.0649
2016-11-27,2213.35009765625,-0.0097,0.008,0.0206,0.0159,0.0164,0.0163,0.0361,0.0424,0.0657,0.0626,0.0676,0.0427,0.0744,0.0597,0.0863,0.0648
2016-11-28,2201.71997070312,0.0014,0.0068,0.0248,0.0145,0.0214,0.0193,0.0414,0.0447,0.0845,0.067,0.0706,0.0493,0.0814,0.0617,0.0911,0.0685
2016-11-29,2204.65991210938,0.0034,0.0069,0.03,0.0137,0.0154,0.0196,0.034,0.0458,0.0773,0.0673,0.0692,0.0498,0.0812,0.0617,0.0973,0.0704
2016-11-30,2198.81005859375,0.0192,0.0069,0.0245,0.0156,0.018,0.0232,0.0358,0.0471,0.0805,0.0683,0.0719,0.0505,0.0826,0.0623,0.1037,0.0699
2016-12-01,2191.080078125,0.0248,0.0074,0.0319,0.0165,0.0216,0.0265,0.0396,0.0476,0.084,0.066,0.0738,0.0563,0.0867,0.0598,0.1072,0.0665
2016-12-02,2191.94995117188,0.0304,0.0063,0.0297,0.0149,0.0212,0.0202,0.0398,0.0396,0.0836,0.0575,0.0739,0.0481,0.0904,0.0605,0.1068,0.0654
2016-12-03,2191.94995117188,0.0304,0.0067,0.0297,0.0155,0.0296,0.0209,0.047,0.0414,0.0803,0.0597,0.0709,0.0484,0.0904,0.0611,0.1056,0.0658
2016-12-04,2191.94995117188,0.0304,0.0068,0.0297,0.016,0.0353,0.0208,0.047,0.0385,0.0774,0.0588,0.0728,0.0474,0.0904,0.0596,0.1028,0.0638
2016-12-05,2204.7099609375,0.0234,0.0072,0.0259,0.0165,0.0287,0.0196,0.0412,0.0361,0.0693,0.0573,0.0662,0.0449,0.0846,0.0601,0.0986,0.0639
