Date,Tstk_Adj,LnTstk_Delta_1wk,FP1wk,LnTstk_Delta_2wk,FP2wk,LnTstk_Delta_1mo,FP1,LnTstk_Delta_2mo,FP2,LnTstk_Delta_3mo,FP3,LnTstk_Delta_4mo,FP4,LnTstk_Delta_5mo,FP5,LnTstk_Delta_6mo,FP6
2007-01-10,1414.84997558594,0.0111,0.0015,0.0177,0.0005,0.0163,-0.0134,-0.0264,-0.0153,0.0265,-0.0098,0.0623,-0.014,0.0688,-0.0334,0.0928,0.0392
2007-01-11,1423.81994628906,0.0018,0,0.0001,-0.0015,0.01,-0.0299,-0.0261,-0.0271,0.0202,-0.0267,0.0542,-0.042,0.0673,-0.0375,0.0865,0.0345
2007-01-12,1430.72998046875,-0.0002,-0.0008,-0.006,-0.0015,0.0018,-0.032,-0.0272,-0.0301,0.0153,-0.0305,0.0481,-0.0466,0.069,-0.0391,0.0817,0.0314
2007-01-13,1430.72998046875,-0.0002,-0.0004,-0.006,-0.0012,0.0094,-0.0343,-0.0311,-0.032,0.0259,-0.0313,0.0567,-0.0477,0.069,-0.0483,0.0798,0.0124
2007-01-14,1430.72998046875,-0.0002,0.0006,-0.006,-0.0001,0.017,-0.0294,-0.0311,-0.0298,0.0281,-0.0286,0.0557,-0.0457,0.069,-0.0451,0.0797,0.015
2007-01-15,1430.72998046875,-0.0055,0.0005,-0.0071,-0.0005,0.0181,-0.0312,-0.0311,-0.0316,0.0288,-0.0298,0.0623,-0.0444,0.0678,-0.0439,0.0776,0.0192
2007-01-16,1431.90002441406,-0.0027,0.0007,-0.0022,-0.0002,0.0164,-0.0318,-0.0211,-0.0314,0.0268,-0.0299,0.0615,-0.044,0.0687,-0.0429,0.0812,0.0193
2007-01-17,1430.61999511719,0.0066,0.0003,0.0053,-0.0008,0.0173,-0.031,-0.0139,-0.0309,0.0369,-0.0275,0.0624,-0.0423,0.0559,-0.0391,0.0698,0.0228
2007-01-18,1426.36999511719,-0.0017,0.0025,0.0136,0.0016,0.0202,-0.0265,0.0061,-0.024,0.0398,-0.0273,0.0669,-0.0348,0.065,-0.0395,0.0728,0.0232
2007-01-19,1430.5,-0.0058,0.0012,0.0124,-0.0004,0.0174,-0.034,0.0028,-0.0324,0.037,-0.0348,0.0634,-0.0414,0.0491,-0.037,0.0699,0.0241
2007-01-20,1430.5,-0.0058,-0.0016,0.0124,-0.006,0.0202,-0.0502,0.0039,-0.0398,0.0346,-0.041,0.0622,-0.0438,0.0491,-0.0338,0.0748,0.0282
2007-01-21,1430.5,-0.0058,-0.0006,0.0124,-0.0058,0.0188,-0.0511,0.0039,-0.0394,0.0343,-0.0428,0.0524,-0.044,0.0491,-0.0347,0.0548,0.0287
2007-01-22,1422.94995117188,-0.0016,-0.0017,0.0168,-0.009,0.0232,-0.0582,0.0092,-0.0379,0.0497,-0.0412,0.0632,-0.0403,0.0512,-0.033,0.0647,0.035
2007-01-23,1427.98999023438,0.0006,-0.0036,0.0139,-0.0114,0.0161,-0.0626,0.0066,-0.0422,0.0454,-0.0458,0.0596,-0.0467,0.0444,-0.0365,0.0376,0.0315
2007-01-24,1440.13000488281,-0.0013,-0.0036,0.0068,-0.0113,0.0077,-0.0669,-0.008,-0.0495,0.0368,-0.0518,0.0512,-0.0546,0.0449,-0.0398,0.013,0.0209
2007-01-25,1423.90002441406,0.0154,-0.0045,0.017,-0.0122,0.019,-0.0569,-0.0047,-0.0391,0.0481,-0.0367,0.0625,-0.0257,0.0559,-0.0316,0.0243,0.0259
2007-01-26,1422.18005371094,0.0183,-0.004,0.0111,-0.0121,0.0189,-0.0541,0.0002,-0.0388,0.0493,-0.0364,0.0653,-0.0285,0.0555,-0.0425,0.0255,0.0208
2007-01-27,1422.18005371094,0.0183,-0.0042,0.0111,-0.0125,-0.0164,-0.0527,-0.0009,-0.0396,0.0415,-0.0363,0.0732,-0.0289,0.0555,-0.0436,0.0357,0.0204
2007-01-28,1422.18005371094,0.0183,-0.0053,0.0111,-0.014,-0.0109,-0.0534,-0.0009,-0.0431,0.0441,-0.0376,0.0735,-0.0305,0.0555,-0.0429,0.023,0.0195
2007-01-29,1420.61999511719,0.0184,-0.0058,0.0089,-0.0126,-0.0124,-0.0517,0.0002,-0.0408,0.0516,-0.0308,0.0783,-0.0263,0.0672,-0.0385,0.0313,0.0209
2007-01-30,1428.81994628906,0.0133,-0.0065,0.0107,-0.0147,-0.0296,-0.0548,-0.003,-0.0437,0.0502,-0.0352,0.0726,-0.0337,0.0651,-0.0442,0.0299,0.0144
2007-01-31,1438.23999023438,0.0082,-0.007,0.0118,-0.0163,-0.0362,-0.0609,-0.0003,-0.0506,0.0458,-0.0425,0.066,-0.0426,0.0585,-0.0508,-0.0036,0.0075
2007-02-01,1445.93994140625,0.0016,-0.0082,0.0075,-0.0164,-0.0415,-0.0649,-0.0046,-0.0527,0.0404,-0.0597,0.0625,-0.04,0.0535,-0.0252,-0.0089,0.0206
2007-02-02,1448.39001464844,-0.0072,-0.0113,0.0049,-0.0208,-0.0526,-0.0671,-0.0032,-0.054,0.0388,-0.0607,0.0554,-0.042,0.0551,-0.0242,-0.0106,0.0187
2007-02-03,1448.39001464844,-0.0072,-0.0146,0.0049,-0.0267,-0.0373,-0.0779,-0.0032,-0.0651,0.0413,-0.0588,0.0465,-0.0523,0.0551,-0.0229,0.0132,0.0174
2007-02-04,1448.39001464844,-0.0072,-0.013,0.0049,-0.0254,-0.0397,-0.0768,-0.0032,-0.0635,0.0401,-0.0582,0.0288,-0.0527,0.0551,-0.0242,0.0194,0.0162
2007-02-05,1446.98999023438,-0.0095,-0.0115,0.0059,-0.023,-0.0317,-0.0728,-0.0022,-0.0625,0.0443,-0.0546,0.0411,-0.0506,0.057,-0.0227,0.0343,0.0173
2007-02-06,1448,-0.0026,-0.0122,0.008,-0.025,-0.0317,-0.075,-0.0023,-0.0634,0.0296,-0.0556,0.0404,-0.0511,0.042,-0.0241,0.0035,0.017
2007-02-07,1450.02001953125,0.0036,-0.0142,0.0052,-0.0305,-0.0331,-0.0919,-0.0011,-0.0775,0.0378,-0.0651,0.039,-0.065,0.0463,-0.0212,0.0025,0.0173
2007-02-08,1448.31005859375,0.0059,-0.0145,0.0056,-0.0292,-0.0319,-0.0833,-0.0065,-0.0637,0.039,-0.0617,0.0411,-0.0668,0.0664,-0.0194,0.0037,0.021
2007-02-09,1438.06005859375,0.0121,-0.0169,0.0091,-0.0333,-0.0221,-0.0809,0.0068,-0.0628,0.0461,-0.0568,0.0375,-0.0604,0.0766,-0.0157,0.0108,0.0293
2007-02-10,1438.06005859375,0.0121,-0.018,0.0091,-0.0348,-0.0427,-0.0805,0.0102,-0.0599,0.0443,-0.0513,0.0526,-0.0543,0.0766,-0.0181,0.0103,0.016
2007-02-11,1438.06005859375,0.0121,-0.0174,0.0091,-0.0331,-0.036,-0.0757,0.0102,-0.0565,0.043,-0.0493,0.0574,-0.0481,0.0766,-0.016,-0.008,0.0192
2007-02-12,1433.36999511719,0.0153,-0.0169,0.0111,-0.032,-0.0291,-0.0737,0.0135,-0.0555,0.0548,-0.0468,0.0671,-0.0429,0.0779,-0.0127,-0.0188,0.0237
2007-02-13,1444.26000976562,0.0106,-0.0161,-0.0318,-0.0309,-0.0405,-0.0733,0.0165,-0.0586,0.0463,-0.0499,0.0596,-0.0487,0.0703,-0.0174,-0.0231,0.0163
2007-02-14,1455.30004882812,0.0016,-0.0166,-0.0339,-0.0311,-0.0481,-0.076,0.0111,-0.0619,0.0453,-0.0557,0.052,-0.0537,0.0606,-0.0225,-0.0065,0.0074
2007-02-15,1456.81005859375,-0.0003,-0.0164,-0.0375,-0.031,-0.0491,-0.0761,0.0107,-0.0951,0.0443,-0.0698,0.0497,-0.0991,0.064,-0.0134,-0.0075,-0.0086
2007-02-16,1455.5400390625,-0.003,-0.0166,-0.0481,-0.0311,-0.0374,-0.0768,0.0104,-0.0936,0.0451,-0.0682,0.0523,-0.0993,0.0526,-0.01,-0.0066,-0.0042
2007-02-17,1455.5400390625,-0.003,-0.0171,-0.0481,-0.0322,-0.0311,-0.0748,0.0196,-0.0922,0.0467,-0.0658,0.0386,-0.0949,0.0526,0.0009,-0.0069,0.0062
2007-02-18,1455.5400390625,-0.003,-0.0174,-0.0481,-0.034,-0.0142,-0.0796,0.0196,-0.1005,0.046,-0.0725,0.0448,-0.1037,0.0526,-0.0001,-0.0058,0.0076
2007-02-19,1455.5400390625,-0.0042,-0.0166,-0.0576,-0.0327,-0.0145,-0.0791,0.0196,-0.0994,0.0448,-0.0705,0.0318,-0.1036,0.0574,0.0009,0.0058,0.0092
2007-02-20,1459.68005371094,-0.0424,-0.0145,-0.045,-0.0295,-0.0163,-0.0764,0.0145,-0.0981,0.0322,-0.0706,0.029,-0.1046,0.0346,-0.0003,0.0019,0.0045
2007-02-21,1457.63000488281,-0.0355,-0.0164,-0.0461,-0.0342,-0.0149,-0.0765,0.0155,-0.0989,0.0391,-0.068,0.0304,-0.1053,0.0406,-0.0012,0.0148,0.0066
2007-02-22,1456.38000488281,-0.0372,-0.0137,-0.0381,-0.0334,-0.014,-0.0818,0.0265,-0.0914,0.0399,-0.0603,0.028,-0.1011,0.0179,-0.0043,0.0157,0.0031
2007-02-23,1451.18994140625,-0.0451,-0.0122,-0.0339,-0.0316,-0.0095,-0.08,0.0292,-0.0902,0.0435,-0.0579,0.0283,-0.098,0.0053,-0.0047,0.0192,0.0042
2007-02-24,1451.18994140625,-0.0451,-0.0135,-0.0339,-0.0331,-0.0157,-0.0794,0.0291,-0.0914,0.0435,-0.057,0.0373,-0.098,0.0053,-0.0018,0.0107,0.0084
2007-02-25,1451.18994140625,-0.0451,-0.013,-0.0339,-0.0321,-0.0237,-0.0784,0.0291,-0.0915,0.0451,-0.057,0.0369,-0.0994,0.0053,-0.0022,-0.0131,0.0073
2007-02-26,1449.36999511719,-0.0533,-0.0121,-0.03,-0.0314,-0.0187,-0.0771,0.0304,-0.0896,0.0543,-0.054,0.0366,-0.0967,0.0168,0.0006,0.0099,0.0104
2007-02-27,1399.0400390625,-0.0026,-0.0129,-0.0152,-0.0484,0.0155,-0.0701,0.0579,-0.0722,0.0899,-0.033,0.0719,-0.0655,0.0394,0.03,0.041,0.0545
2007-02-28,1406.81994628906,-0.0106,-0.0154,-0.0141,-0.0488,0.0099,-0.0699,0.055,-0.0728,0.0881,-0.0338,0.0664,-0.0704,0.0411,0.0329,0.0466,0.0558
2007-03-01,1403.17004394531,-0.0009,-0.0128,-0.0078,-0.0412,0.0125,-0.0624,0.064,-0.0719,0.0907,-0.0308,0.0796,-0.0694,0.048,0.0362,0.0492,0.0575
2007-03-02,1387.17004394531,0.0112,-0.01,-0.0002,-0.0374,0.0266,-0.0612,0.0798,-0.0556,0.1021,-0.0224,0.0946,-0.0461,0.0325,0.037,0.0607,0.0793
2007-03-03,1387.17004394531,0.0112,-0.0108,-0.0002,-0.0382,0.0358,-0.0618,0.0819,-0.0555,0.104,-0.0217,0.0946,-0.0454,0.0325,0.0402,0.0607,0.0841
2007-03-04,1387.17004394531,0.0112,-0.0087,-0.0002,-0.0323,0.0369,-0.0574,0.0819,-0.0468,0.0986,-0.0191,0.095,-0.0435,0.0325,0.0428,0.0711,0.0871
2007-03-05,1374.11999511719,0.0234,-0.009,0.0201,-0.0332,0.0494,-0.045,0.0914,-0.042,0.0992,-0.0176,0.1077,-0.0466,0.0659,0.0516,0.069,0.1025
2007-03-06,1395.41003417969,-0.0126,-0.0098,0.0111,-0.025,0.0341,-0.0492,0.0786,-0.0456,0.0661,-0.0208,0.0924,-0.0369,0.0566,0.0442,0.0579,0.0834
2007-03-07,1391.96997070312,-0.0035,-0.0068,0.0305,-0.0194,0.0365,-0.0382,0.0799,-0.0408,0.0798,-0.0226,0.0948,-0.0438,0.0731,0.0449,0.0433,0.0872
2007-03-08,1401.89001464844,-0.0069,-0.0107,0.023,-0.0233,0.0294,-0.0355,0.076,-0.0643,0.0727,-0.0354,0.0887,-0.0424,0.0359,0.0554,0.0362,0.0948
2007-03-09,1402.83996582031,-0.0114,-0.0118,0.0234,-0.0226,0.0293,-0.0364,0.0613,-0.0719,0.0721,-0.0348,0.0737,-0.0471,0.0356,0.0418,0.0355,0.0827
2007-03-10,1402.83996582031,-0.0114,-0.0165,0.0234,-0.0361,0.032,-0.0542,0.0709,-0.0805,0.073,-0.0349,0.0794,-0.0394,0.0356,0.0356,0.0342,0.0769
2007-03-11,1402.83996582031,-0.0114,-0.0127,0.0234,-0.0277,0.0254,-0.0434,0.0709,-0.0774,0.0623,-0.034,0.0983,-0.0409,0.0356,0.0364,0.0478,0.0789
2007-03-12,1406.59997558594,-0.0032,-0.0173,0.0217,-0.0363,0.0289,-0.0554,0.0682,-0.0815,0.0747,-0.0366,0.0987,-0.0394,0.0324,0.0347,0.0451,0.075
2007-03-13,1377.94995117188,0.0237,-0.0057,0.0361,-0.0195,0.0529,-0.0254,0.087,-0.0642,0.1001,-0.0219,0.1193,-0.0199,0.0347,0.0735,0.0741,0.1106
2007-03-14,1387.17004394531,0.0339,-0.0085,0.0214,-0.0224,0.0463,-0.0325,0.079,-0.0726,0.0999,-0.0269,0.1126,-0.0247,0.014,0.0855,0.0676,0.1198
2007-03-15,1392.28002929688,0.0299,-0.0018,0.0215,-0.0117,0.0426,-0.0388,0.0839,-0.0619,0.0962,-0.031,0.107,-0.0442,0.0135,0.0583,0.064,0.1002
2007-03-16,1386.94995117188,0.0348,-0.0011,0.0242,-0.0115,0.057,-0.0384,0.0868,-0.0599,0.1001,-0.0291,0.1107,-0.0396,0.0417,0.0606,0.0678,0.1038
2007-03-17,1386.94995117188,0.0348,-0.0007,0.0242,-0.0104,0.0592,-0.0365,0.0934,-0.058,0.0988,-0.0278,0.1087,-0.0378,0.0417,0.0614,0.0627,0.104
2007-03-18,1386.94995117188,0.0348,-0.0006,0.0242,-0.009,0.0599,-0.0359,0.0934,-0.0582,0.1006,-0.0283,0.1131,-0.0368,0.0417,0.0484,0.0915,0.1004
2007-03-19,1402.06005859375,0.025,0.0003,0.0159,-0.0046,0.0478,-0.0362,0.0826,-0.0611,0.076,-0.0317,0.09,-0.0423,0.0305,0.0353,0.0867,0.0838
2007-03-20,1410.93994140625,0.0124,-0.0038,0.0188,-0.0087,0.0507,-0.0445,0.0778,-0.067,0.0759,-0.0364,0.0837,-0.0454,0.0253,0.0299,0.0736,0.0757
2007-03-21,1435.0400390625,-0.0125,-0.0066,0.003,-0.0125,0.0338,-0.0572,0.0602,-0.0895,0.046,-0.0479,0.0668,-0.0628,0.02,0.0266,0.0613,0.0557
2007-03-22,1434.5400390625,-0.0084,-0.0051,0.0064,-0.0075,0.0341,-0.0563,0.0594,-0.1055,0.0463,-0.0463,0.072,-0.0557,0.0193,0.0303,0.0616,0.0638
2007-03-23,1436.10998535156,-0.0107,-0.0037,0.0053,-0.0047,0.0307,-0.0551,0.0485,-0.1048,0.0452,-0.0484,0.0509,-0.0572,0.0297,0.0261,0.0605,0.0574
2007-03-24,1436.10998535156,-0.0107,-0.0035,0.0053,-0.0038,0.0304,-0.0471,0.054,-0.0938,0.042,-0.0413,0.0555,-0.0502,0.0297,0.0229,0.0553,0.0606
2007-03-25,1436.10998535156,-0.0107,-0.0044,0.0053,-0.0046,0.0405,-0.0461,0.054,-0.0913,0.0388,-0.0413,0.0319,-0.051,0.0297,0.021,0.0549,0.0552
2007-03-26,1437.5,-0.009,-0.0021,0.0049,-0.0026,0.0387,-0.0462,0.053,-0.0849,0.0468,-0.0465,0.0148,-0.0521,0.0202,0.0157,0.0594,0.057
2007-03-27,1428.60998535156,0.0064,0.0012,0.0138,0.0015,0.0448,-0.0394,0.0592,-0.0753,0.0526,-0.0408,0.021,-0.0478,0.0026,0.0244,0.0695,0.0669
2007-03-28,1417.22998046875,0.0155,0.0006,0.0152,-0.0013,0.0528,-0.0376,0.0688,-0.0742,0.059,-0.0401,0.029,-0.0479,0.0323,0.0292,0.0744,0.0735
2007-03-29,1422.53002929688,0.0148,-0.0039,0.0176,-0.01,0.0491,-0.0353,0.073,-0.0708,0.0553,-0.0257,0.0355,-0.0408,0.0244,0.0268,0.0707,0.0637
2007-03-30,1420.85998535156,0.016,-0.0027,0.0223,-0.0084,0.0424,-0.0345,0.0744,-0.0713,0.0564,-0.0274,0.0239,-0.0431,0.0367,0.0212,0.0719,0.0559
2007-03-31,1420.85998535156,0.016,-0.0033,0.0223,-0.0098,0.045,-0.0379,0.0781,-0.0732,0.0671,-0.0307,0.0311,-0.0435,0.0367,0.0213,0.0851,0.0556
2007-04-01,1420.85998535156,0.016,-0.0042,0.0223,-0.0106,0.0515,-0.0377,0.0781,-0.074,0.0706,-0.0302,0.0355,-0.0459,0.0367,0.0211,0.0848,0.0546
2007-04-02,1424.55004882812,0.014,-0.0044,0.0303,-0.0111,0.0532,-0.037,0.0755,-0.0763,0.0681,-0.0316,0.006,-0.0483,0.0341,0.0219,0.0777,0.0488
2007-04-03,1437.77001953125,0.0074,-0.0044,0.0232,-0.0093,0.0461,-0.0419,0.0682,-0.08,0.0592,-0.0384,-0.0033,-0.0524,0.0353,0.0116,0.0705,0.0374
2007-04-04,1439.36999511719,-0.0003,-0.0053,0.0228,-0.0108,0.045,-0.0442,0.0617,-0.0786,0.0613,-0.0508,-0.0044,-0.0648,0.0226,-0.0198,0.0789,0.0025
2007-04-05,1443.76000976562,0.0028,-0.0041,0.0185,-0.0068,0.042,-0.0444,0.0497,-0.087,0.0583,-0.0546,0.0164,-0.0527,0.0238,-0.0046,0.0759,0.0076
2007-04-06,1443.76000976562,0.0063,-0.0023,0.0277,-0.0036,0.0445,-0.0424,0.032,-0.0794,0.0583,-0.0471,0.0226,-0.0519,0.0068,0.0002,0.0759,0.0294
2007-04-07,1443.76000976562,0.0063,-0.0018,0.0277,-0.0024,0.0433,-0.0389,0.0433,-0.077,0.0592,-0.0462,0.0365,-0.0527,0.0068,-0.0038,0.0727,0.0257
2007-04-08,1443.76000976562,0.0063,-0.0025,0.0277,-0.0037,0.0466,-0.039,0.0433,-0.0795,0.0449,-0.0467,0.0064,-0.0536,0.0068,-0.0039,0.0807,0.0259
2007-04-09,1444.60998535156,0.0163,-0.0008,0.0248,-0.001,0.0319,-0.0346,0.0427,-0.0761,0.0501,-0.0485,0.0062,-0.0479,0.0049,-0.0109,0.0784,0.0198
2007-04-10,1448.39001464844,0.0158,-0.002,0.0219,-0.0051,0.0389,-0.0471,0.0411,-0.0856,0.0663,-0.0632,0.0036,-0.0685,0.0158,-0.0115,0.0706,0.0173
2007-04-11,1438.86999511719,0.0231,-0.0024,0.0385,-0.0072,0.0455,-0.043,0.0369,-0.08,0.076,-0.0576,0.0102,-0.0633,0.0225,-0.0042,0.082,0.0271
2007-04-12,1447.80004882812,0.0157,-0.0022,0.0316,-0.0044,0.0393,-0.0404,0.0458,-0.076,0.0698,-0.0468,0.0035,-0.0573,0.0247,-0.0041,0.0758,0.0207
2007-04-13,1452.84997558594,0.0214,0.0002,0.028,0.0008,0.034,-0.0327,0.0471,-0.0707,0.0663,-0.0424,-0.0183,-0.0539,0.0214,-0.0085,0.0723,0.0156
2007-04-14,1452.84997558594,0.0214,-0.0012,0.028,-0.0016,0.0327,-0.0358,0.0536,-0.0702,0.0644,-0.046,-0.0323,-0.0548,0.0214,-0.0164,0.0639,0.0074
2007-04-15,1452.84997558594,0.0214,-0.0022,0.028,-0.0033,0.0413,-0.0387,0.0536,-0.0713,0.0643,-0.0489,-0.029,-0.0532,0.0214,-0.0193,0.0573,0.0075
2007-04-16,1468.32995605469,0.0085,-0.0026,0.0095,-0.0026,0.0298,-0.0442,0.043,-0.0795,0.0517,-0.0566,-0.0154,-0.0613,0.0057,-0.0296,0.0485,-0.0044
2007-04-17,1471.47998046875,0.0061,-0.0023,0.01,-0.0029,0.0342,-0.0455,0.0397,-0.0792,0.054,-0.0574,-0.0175,-0.0609,0.0323,-0.0347,0.0456,-0.0063
2007-04-18,1472.5,0.0154,-0.004,0.0158,-0.006,0.0336,-0.0534,0.0407,-0.0884,0.041,-0.0726,-0.0182,-0.0695,0.0377,-0.0514,0.0189,-0.0372
2007-04-19,1470.72998046875,0.0159,-0.0082,0.0213,-0.0218,0.0348,-0.0567,0.0282,-0.0436,0.0422,-0.0616,-0.0173,-0.068,0.0321,-0.0602,0.0201,-0.0341
2007-04-20,1484.34997558594,0.0065,-0.0056,0.0142,-0.0121,0.0271,-0.0422,0.0252,-0.0347,0.033,-0.0551,-0.0254,-0.0668,0.0275,-0.0459,0.0109,-0.0127
2007-04-21,1484.34997558594,0.0065,-0.0047,0.0142,-0.0107,0.0264,-0.0397,0.0122,-0.0332,0.0378,-0.0524,-0.0138,-0.064,0.0275,-0.0441,0.0147,-0.0101
2007-04-22,1484.34997558594,0.0065,-0.0047,0.0142,-0.0106,0.0252,-0.0394,0.0122,-0.0326,0.0178,-0.0524,-0.0148,-0.0638,0.0275,-0.0441,0.0235,-0.0084
2007-04-23,1480.93005371094,0.001,-0.0052,0.0191,-0.0147,0.0178,-0.0464,0.0145,-0.0342,0.0248,-0.0528,-0.0011,-0.0643,0.0245,-0.0395,0.0233,-0.0158
2007-04-24,1480.41003417969,0.004,-0.0049,0.0183,-0.0145,0.0236,-0.0444,0.0116,-0.031,0.0015,-0.0498,-0.0007,-0.0617,0.0246,-0.0335,0.0227,-0.0088
2007-04-25,1495.42004394531,0.0003,-0.0049,0.0114,-0.0139,0.0135,-0.0617,-0.0017,-0.0468,-0.0247,-0.0732,-0.0108,-0.0783,0.0199,-0.0694,0.0263,-0.0584
2007-04-26,1494.25,0.0054,-0.0037,-0.0019,-0.0115,0.0143,-0.0558,0.0081,-0.0459,-0.0239,-0.0748,-0.0185,-0.0814,0.0245,-0.0669,0.0271,-0.0572
2007-04-27,1494.06994628906,0.0077,-0.0031,0.0079,-0.0105,0.0144,-0.05,0.0078,-0.0377,-0.0238,-0.0651,-0.0422,-0.075,0.0216,-0.0496,0.0272,-0.0317
2007-04-28,1494.06994628906,0.0077,0.0023,0.0079,0.0018,0.016,-0.0287,0.0062,-0.0292,-0.0136,-0.0594,-0.0205,-0.0769,0.0216,-0.0562,0.0309,-0.0308
2007-04-29,1494.06994628906,0.0077,0.0002,0.0079,-0.0014,0.0239,-0.0358,0.0062,-0.032,-0.0263,-0.0629,-0.0247,-0.0785,0.0216,-0.0583,0.0244,-0.0318
2007-04-30,1482.36999511719,0.0181,-0.0035,0.0139,-0.0084,0.032,-0.0344,0.0141,-0.0306,-0.0112,-0.0568,-0.0057,-0.0716,0.0427,-0.0485,0.0442,-0.0209
2007-05-01,1486.30004882812,0.0143,-0.0005,0.01,-0.0012,0.0331,-0.0199,0.022,-0.0254,-0.0095,-0.0542,-0.0083,-0.0719,0.0398,-0.0677,0.0148,-0.0266
2007-05-02,1495.92004394531,0.0111,0.0002,0.0121,-0.0002,0.0267,-0.0243,0.0192,-0.0294,-0.0429,-0.0588,-0.0148,-0.0761,0.0288,-0.0777,0.0091,-0.039
2007-05-03,1502.39001464844,-0.0073,-0.0013,0.0069,-0.0012,0.0223,-0.0328,0.0149,-0.0337,-0.0472,-0.0585,-0.0191,-0.0754,0.0266,-0.1035,0.0048,-0.0714
2007-05-04,1505.61999511719,0.0002,0.0003,0.0113,0.0014,0.022,-0.0207,0.0131,-0.0332,-0.0494,-0.0643,-0.0108,-0.0699,0.0339,-0.0944,0.0027,-0.0522
2007-05-05,1505.61999511719,0.0002,-0.0023,0.0113,-0.0033,0.0167,-0.0293,0.0164,-0.0371,-0.0255,-0.0675,-0.0224,-0.0711,0.0339,-0.0934,-0.0023,-0.0517
2007-05-06,1505.61999511719,0.0002,-0.0039,0.0113,-0.0093,0.0078,-0.0585,0.0164,-0.0542,-0.0194,-0.0546,-0.0181,-0.0877,0.0339,-0.0916,0.0097,-0.061
2007-05-07,1509.47998046875,-0.0042,-0.0039,0.0103,-0.009,-0.0125,-0.0602,0.0138,-0.0546,-0.008,-0.0558,-0.0378,-0.0887,0.0282,-0.091,-0.0227,-0.0624
2007-05-08,1507.71997070312,-0.0043,-0.0059,0.0108,-0.0139,0,-0.0725,0.0159,-0.064,-0.0369,-0.0584,-0.0366,-0.0971,0.0374,-0.087,-0.0221,-0.0608
2007-05-09,1512.57995605469,0.001,-0.0066,0.0064,-0.0175,-0.0033,-0.0766,-0.0016,-0.0658,-0.0397,-0.063,-0.0398,-0.1009,0.0325,-0.1028,-0.0397,-0.0889
2007-05-10,1491.46997070312,0.0142,-0.0077,0.0107,-0.0195,0.0108,-0.0571,0.0181,-0.0434,-0.0257,-0.0521,-0.027,-0.093,0.0413,-0.0823,-0.0257,-0.0679
2007-05-11,1505.84997558594,0.0112,-0.0069,0.0065,-0.0154,0.0022,-0.0592,0.0274,-0.0471,-0.0353,-0.0528,-0.0231,-0.1003,0.0365,-0.0799,-0.0352,-0.0576
2007-05-12,1505.84997558594,0.0112,-0.005,0.0065,-0.013,-0.0086,-0.0584,0.0305,-0.0482,-0.0358,-0.0541,-0.023,-0.1008,0.0365,-0.0759,-0.0453,-0.0564
2007-05-13,1505.84997558594,0.0112,-0.0053,0.0065,-0.0155,0.0065,-0.0654,0.0305,-0.0574,-0.0541,-0.0565,-0.0147,-0.1008,0.0365,-0.0655,-0.0166,-0.0433
2007-05-14,1503.15002441406,0.0145,-0.0044,0.0083,-0.0123,0.0131,-0.0549,0.0323,-0.0503,-0.0663,-0.0504,-0.0127,-0.0905,0.0299,-0.0689,-0.0219,-0.0477
2007-05-15,1501.18994140625,0.0152,-0.0052,0.0112,-0.013,0.0209,-0.0514,0.0317,-0.0456,-0.0618,-0.0486,-0.0113,-0.091,0.0246,-0.0688,-0.0339,-0.0472
2007-05-16,1514.14001464844,0.0054,-0.0059,0.0106,-0.0183,0.0123,-0.0717,0.023,-0.0635,-0.0461,-0.0606,-0.0199,-0.0985,0.0177,-0.0771,-0.0373,-0.0602
2007-05-17,1512.75,-0.0035,-0.0103,0.0117,-0.0191,0.0132,-0.0882,0.0219,-0.0907,-0.0452,-0.0635,-0.0242,-0.0991,0.0179,-0.0954,-0.0364,-0.0711
2007-05-18,1522.75,-0.0046,-0.0106,0.0089,-0.0211,0.0054,-0.0922,0.0197,-0.094,-0.0518,-0.065,-0.002,-0.0968,-0.0146,-0.0866,-0.0429,-0.0619
2007-05-19,1522.75,-0.0046,-0.0118,0.0089,-0.0243,0.0072,-0.0937,0.0074,-0.0952,-0.052,-0.0645,0.0041,-0.0968,-0.0146,-0.0867,-0.0606,-0.0611
2007-05-20,1522.75,-0.0046,-0.0112,0.0089,-0.0242,-0.0065,-0.0926,0.0074,-0.0944,-0.0509,-0.0649,-0.0026,-0.0974,-0.0146,-0.0894,-0.0561,-0.0619
2007-05-21,1525.09997558594,-0.0062,-0.0121,0.0092,-0.0229,-0.0019,-0.0911,0.0059,-0.1047,-0.0408,-0.0729,0.0004,-0.1108,-0.0124,-0.1058,-0.0737,-0.0795
2007-05-22,1524.11999511719,-0.004,-0.0098,0.0045,-0.0204,-0.0142,-0.0882,0.0114,-0.0999,-0.0413,-0.0686,0.0011,-0.1032,-0.003,-0.098,-0.073,-0.0714
2007-05-23,1522.28002929688,0.0052,-0.0093,-0.0032,-0.0214,-0.013,-0.0892,-0.0074,-0.1002,-0.0286,-0.0689,0.0023,-0.1031,-0.0042,-0.0983,-0.0551,-0.0678
2007-05-24,1507.51000976562,0.0152,-0.0065,-0.0112,-0.0174,-0.0033,-0.0801,0.007,-0.0811,-0.0188,-0.0568,0.0068,-0.0849,0.0046,-0.0747,-0.0453,-0.0462
